   1.7044577e-01	   4.2584140e-01	   7.7709265e-01	   2.9584417e+04	   9.4329270e-01	   5.1888444e+00	   3.9843038e+00	   4.6977260e+00	   6.5818105e-01	   3.4779669e-01	   5.4203259e+00	   5.3828404e+00	   7.5940758e-01	   6.0339401e+00	   6.5695139e+01	   1.4793672e+03	
   1.5893476e-01	   4.1909384e-01	   9.6154046e-01	   4.6944015e+04	   2.7585044e+00	   5.0683908e+00	   3.1124823e+00	   3.8093692e+00	  -2.2759428e+00	   4.2545528e+00	   4.6364340e+00	   2.5610759e+00	   1.3686368e+00	   4.7889295e+00	   6.1881919e+01	   7.1667472e+02	
   1.4990935e-01	   4.1158792e-01	   6.6855889e-01	   9.9443425e+03	   1.6841666e-01	   2.9548694e+00	   2.8257074e+00	   3.1861136e+00	  -1.2892745e+00	   2.0170939e+00	   7.7048202e-01	   3.6310658e+00	   2.7377373e+00	   2.8168492e+00	   5.7136521e+01	   1.4001111e+03	
   1.6252953e-01	   4.2216069e-01	   7.9097273e-01	   2.8409017e+04	   5.2068279e-01	   5.7807712e+00	   1.7624424e+00	   3.9406750e+00	  -1.5470544e+00	   4.9487753e-01	   5.1626478e+00	   2.2658348e+00	   3.6969372e+00	   3.2106133e+00	   6.4873828e+01	   1.5761786e+02	
   1.6244145e-01	   4.3850572e-01	   8.0960126e-01	   3.2351905e+04	   3.8177139e+00	   3.9033238e+00	   4.2661873e+00	   4.7705254e+00	   5.1549618e-01	   7.1504967e+00	   2.4487703e+00	   3.5252857e+00	   4.7843446e+00	   3.5058115e+00	   6.8891745e+01	   7.6903232e+02	
   1.7486531e-01	   4.3305388e-01	   9.3865861e-01	   5.0648476e+04	   3.4936432e+00	   5.8152120e+00	   5.0022329e-01	   5.9488974e+00	   1.0158842e+00	   1.6967869e+00	   7.1594814e+00	   1.1916871e+00	   3.2576091e+00	   7.1112151e+00	   7.2980604e+01	   1.4033213e+03	
   1.2644177e-01	   4.1007633e-01	   7.0733945e-01	   1.0707071e+04	   2.1797131e+00	   4.0975242e+00	   1.6809730e+00	   4.0066508e+00	   8.1148355e-01	   2.0737825e+00	   2.9239974e+00	   6.5882684e-01	   2.1095481e+00	   3.4779564e+00	   5.0633068e+01	   1.4900311e+03	
   1.6496042e-01	   4.1882394e-01	   8.5506184e-01	   4.4475881e+04	   3.6049250e+00	   5.9336078e+00	   3.8853604e+00	   4.5518989e+00	   9.3160487e-01	   8.0940858e-01	   4.6668743e+00	   1.8711210e+00	   3.9609511e+00	   4.9440658e+00	   6.4358050e+01	   1.3872433e+03	
   1.4087487e-01	   3.7881840e-01	   6.8802830e-01	   1.4547619e+04	   1.9679790e+00	   1.3295746e+00	   2.0042796e+00	   5.5749863e+00	  -6.0778939e-01	   2.1337714e+00	   2.5616888e+00	   1.5397022e+00	   2.4788832e+00	   2.6923756e+00	   4.9071426e+01	   1.3839037e+03	
   1.5473977e-01	   4.8016243e-01	   9.1851713e-01	   4.4329176e+04	   8.7633092e+00	   6.3814787e+00	   1.3550905e-01	   4.0275572e+00	   1.6899892e+00	   4.6501513e+00	   3.9792941e+00	  -1.0620120e+00	   2.3539172e+00	   3.5175007e+00	   8.2943913e+01	   1.3103394e+03	
   1.4839416e-01	   3.9363027e-01	   6.7527566e-01	   2.0882912e+04	   2.6100905e+00	   3.2689428e+00	   9.2854843e-01	   4.5192247e+00	   1.4056006e+00	  -1.2842883e+00	   4.6024323e+00	   2.3085929e+00	   3.6019916e+00	   3.6348060e+00	   5.6178865e+01	   1.3214748e+03	
   1.3502810e-01	   4.1402438e-01	   6.9241063e-01	   1.6219021e+04	   1.5121287e+00	   3.1402055e+00	   2.6616345e+00	   5.0599425e+00	  -9.8154144e-01	   1.4265584e+00	   4.8532536e+00	   1.6648117e+00	   2.0955767e+00	   2.5697572e+00	   6.4272805e+01	   1.2721658e+03	
   1.6468582e-01	   4.0491417e-01	   8.3001580e-01	   5.5295377e+04	   1.9010824e+00	   5.4759387e+00	   1.3717236e+00	   4.1634417e+00	   3.3905801e+00	   8.2630409e-01	   7.1421538e+00	   7.2299973e-01	   4.3421621e+00	   3.1024060e+00	   6.6389017e+01	   1.3064267e+03	
